NCBI_taxonomy_name,fmin,fmax
Cutibacterium acnes,20056,20848
Acinetobacter lwoffii,0,822
Helicobacter pylori,1268376,1277049
Neisseria gonorrhoeae,1805308,1805929
Staphylococcus aureus,0,423
Escherichia coli,0,1626
Bacillus subtilis,121918,125500
Saccharothrix mutabilis,205,1051
Streptococcus pyogenes,1659728,1660922
Clostridioides difficile,0,330
Lactococcus garvieae,0,1494
Pseudomonas wenzhouensis,0,1140
Pseudomonas aeruginosa,0,888
Aeromonas caviae,0,882
Bacillus massiliigabonensis,0,423
Gracilibacillus timonensis,0,420
Bacillus phocaeensis,0,429
Bacillus cereus,24003,24954
Klebsiella pneumoniae,0,897
Phocaeicola vulgatus,1613,2144
Bacteroides thetaiotaomicron,1638,2130
Bacteroides fragilis,4326,4839
Riemerella anatipestifer,1861440,1862223
Phocaeicola vulgatus,0,453
Alistipes sp.,2830,3325
Bacteroides fragilis,2,455
Prevotella baroniae,190961,191480
Bacteroides fragilis,19294,19792
Prevotella bivia,3868,4375
Bacteroides fragilis,793,1288
Bacteroides sp.,2570,3623
Clostridiaceae bacterium,163,2083
Campylobacter coli,0,1920
Megasphaera elsdenii,0,1920
Lactobacillus johnsonii,28,1948
Megasphaera elsdenii,0,1920
Trueperella pyogenes,8308,10228
uncultured bacterium,0,1248
Acinetobacter baumannii,6173,7340
Proteus genomosp.,36121,37258
Bacteroides thetaiotaomicron,12109,13189
Pasteurella multocida,0,918
Pasteurella multocida,0,933
Bibersteinia trehalosi,87300,88218
Streptomyces rimosus,0,1992
Streptomyces lividans,342,2262
Enterobacter roggenkampii,0,1620
Mycobacteroides abscessus,248,1118
Klebsiella pneumoniae,528,2151
Escherichia coli,3573,5196
hospital metagenome,5046,6690
Mycobacterium tuberculosis,2325885,2326809
Mycobacterium tuberculosis,1406080,1407340
Mycobacterium tuberculosis,1406080,1407340
Helicobacter pylori,1013552,1014185
Enterococcus faecium,17893,18838
Enterococcus faecium,16872,17901
Enterococcus faecium,16154,16763
Enterococcus faecium,15360,16080
Enterococcus faecium,14253,15333
Staphylococcus aureus,24979,26419
Klebsiella aerogenes,636,1287
Citrobacter koseri,0,909
Pseudomonas alcaligenes,0,864
Pseudomonas tohonis,545052,545916
Pseudomonas tohonis,20312,21176
Klebsiella pneumoniae,0,813
Escherichia coli,9811,10624
Stenotrophomonas maltophilia,0,468
Stenotrophomonas maltophilia,0,861
Streptomyces venezuelae,518413,519844
Nocardia farcinica,3747376,3748798
Klebsiella pneumoniae,0,1698
Klebsiella pneumoniae,3075931,3077398
Streptomyces venezuelae,6559170,6561339
Vibrio parahaemolyticus,0,813
Escherichia coli,0,813
Escherichia coli,271,1084
Escherichia coli,98948,99761
Providencia rettgeri,0,813
Klebsiella pneumoniae,0,813
Acinetobacter baumannii,0,813
Klebsiella pneumoniae,0,813
Acinetobacter baumannii,20,833
Klebsiella pneumoniae,0,813
Raoultella ornithinolytica,0,1698
Klebsiella pneumoniae,174843,176541
Escherichia coli,0,1626
Salmonella enterica,0,1626
Escherichia coli,27546,29172
Escherichia coli,10887,12513
Salmonella enterica,0,1626
Escherichia coli,0,1626
Escherichia coli,0,1626
Escherichia coli,0,1626
Escherichia coli,0,1626
Escherichia coli,0,1626
Salmonella enterica,0,1626
uncultured bacterium,0,1626
uncultured bacterium,0,1626
Escherichia coli,0,1626
Escherichia coli,0,1626
Escherichia coli,0,1626
Klebsiella pneumoniae,7322,8948
Escherichia coli,0,1626
Aeromonas jandaei,0,1623
Aeromonas bivalvium,0,1623
Aeromonas veronii,0,1623
Aeromonas caviae,0,1623
Aeromonas media,0,1623
Aeromonas,0,1623
uncultured bacterium,0,1623
uncultured bacterium,0,1623
Klebsiella pneumoniae,2791,4417
Aeromonas jandaei,0,1623
Aeromonas veronii,602,2225
Klebsiella,57,1683
Aeromonas,0,1623
Klebsiella pneumoniae,0,1626
Klebsiella pneumoniae,0,1626
Aeromonas caviae,0,1623
Klebsiella pneumoniae,0,1626
Escherichia coli,5572,7198
Escherichia coli,4172,5516
Aeromonas jandaei,0,1623
Aeromonas jandaei,0,1623
Aeromonas caviae,0,1623
Klebsiella pneumoniae,0,1626
Escherichia coli,74095,75721
Escherichia coli,0,1626
Escherichia coli,47490,49116
Escherichia coli,0,1644
uncultured bacterium,0,1617
Escherichia coli,1367,2984
Escherichia coli,0,1617
uncultured bacterium,0,1617
uncultured bacterium,0,1617
uncultured bacterium,0,1617
Escherichia coli,0,1626
Campylobacter coli,4708,5134
Pseudomonas aeruginosa,102811,103210
Pseudomonas aeruginosa,970,1372
Mycobacteroides abscessus,17007,17412
Escherichia coli,0,426
Bacillus cereus,1915971,1916388
Pseudoxanthomonas japonensis,100,1006
Klebsiella pneumoniae,0,879
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Enterococcus faecalis,270,1038
Klebsiella pneumoniae,0,879
Pseudomonas sp.,4634,5396
Escherichia coli,0,777
Aliivibrio salmonicida,1699483,1700140
Citrobacter youngae,133565,134210
Citrobacter freundii,2075,2720
Citrobacter freundii,0,645
Citrobacter freundii,0,645
Aeromonas hydrophila,7744,8983
Staphylococcus aureus,53978,56636
Citrobacter portucalensis,2715236,2715917
Escherichia coli,740042,740987
Pseudomonas aeruginosa,1926,2913
Escherichia coli,1202,1757
Serratia marcescens,3554,4946
Acinetobacter gerneri,80497,81298
Klebsiella pneumoniae,4992596,4993886
Klebsiella pneumoniae,4514344,4516111
Streptococcus pyogenes,631752,632310
Vibrio cholerae,267459,267696
Vibrio cholerae,102683,104354
Clostridium sp.,16034,17069
Stenotrophomonas maltophilia,0,1041
Mycobacterium tuberculosis,1471845,1473382
Mycobacterium tuberculosis,1471845,1473382
Pseudomonas shirazica,0,801
Klebsiella oxytoca,0,801
Pseudomonas aeruginosa,0,801
uncultured bacterium,32306,33527
Klebsiella pneumoniae,638,1202
Staphylococcus aureus,16644,18024
Burkholderia ubonensis,100,1291
Shigella flexneri,420956,422150
Klebsiella pneumoniae,0,882
Empedobacter stercoris,786782,787487
Lelliottia amnigena,2000,3143
Myroides albus,0,741
uncultured bacterium,1522,2482
Klebsiella pneumoniae,0,813
Escherichia coli,0,813
Klebsiella pneumoniae,31,913
Escherichia coli,0,813
Enterobacter cloacae,0,813
Klebsiella pneumoniae,0,897
Klebsiella pneumoniae,0,882
Neisseria gonorrhoeae,0,861
Escherichia coli,0,861
Klebsiella pneumoniae,0,882
Neisseria gonorrhoeae,0,861
Staphylococcus aureus,2869,3451
Sphingobacterium faecium,14993,15914
Stenotrophomonas sp.,0,741
Pseudomonas aeruginosa,0,738
Pseudomonas aeruginosa,100,841
Achromobacter xylosoxidans,0,741
Acinetobacter baumannii,0,741
Chryseobacterium sp.,0,729
Pseudomonas aeruginosa,100,841
Pseudomonas aeruginosa,1185,1689
Riemerella anatipestifer,214174,214951
Pseudomonas putida,208177,208414
Betaproteobacteria bacterium,114139,114376
Mycobacteroides abscessus,91,343
Pseudomonas aeruginosa,4592989,4593880
Brucella intermedia,267,1047
Aeromonas veronii,3105355,3106978
Photobacterium damselae,144312,145536
Streptococcus pneumoniae,953382,954594
Macrococcus canis,31811,33005
Bacillus subtilis,143360,143861
Streptococcus pyogenes,1373040,1375296
Acinetobacter baumannii,100,1726
Erysipelothrix rhusiopathiae,77539,80047
Shewanella xiamenensis,0,798
Shewanella xiamenensis,0,798
Enterobacter sp.,56484,57369
Klebsiella pneumoniae,100,982
Comamonas aquatica,15693,16602
Escherichia coli,243,903
Clostridioides difficile,2984766,2986419
Clostridium perfringens,967228,968935
Clostridium sporogenes,653878,655537
Pantoea sp.,202,1342
Cedecea davisae,0,1149
Trueperella pyogenes,486,1287
Staphylococcus aureus,691066,691828
Sphingobium indicum,2379245,2380169
Mycobacterium tuberculosis,3166683,3167802
Mycobacterium tuberculosis,3986843,3987299
Mycobacterium tuberculosis,2125903,2127967
Pseudomonas aeruginosa,0,801
Proteus mirabilis,0,801
Pseudomonas aeruginosa,98,896
Pseudomonas aeruginosa,100,901
Enterobacter cloacae,0,801
Pseudomonas aeruginosa,0,801
Acinetobacter baumannii,29104,30619
Clostridioides difficile,1547473,1547941
uncultured bacterium,0,858
Enterococcus faecalis,2492204,2494361
Acinetobacter baumannii,89,896
Salmonella enterica,144,1005
Serratia marcescens,2479,3340
Klebsiella pneumoniae,2,827
Acinetobacter radioresistens,57304,58126
Mycobacterium tuberculosis,778989,779487
Mycobacterium tuberculosis,2859299,2860418
Achromobacter mucicolens,0,1191
Escherichia coli,0,1146
Pseudomonas aeruginosa,0,933
Salmonella enterica,613398,614247
Salmonella enterica,134188,136825
Salmonella enterica,58093,60508
Klebsiella pneumoniae,5051597,5053037
Treponema pallidum,0,2947
Escherichia coli,100,655
Proteus mirabilis,100,655
Vibrio vulnificus,1187563,1191592
Acinetobacter baumannii,279004,279829
Salmonella enterica,161910,162771
Riemerella anatipestifer,1982452,1983367
Riemerella anatipestifer,1997284,1998199
Neisseria gonorrhoeae,618438,621189
Vibrio alginolyticus,0,852
Pseudomonas aeruginosa,0,801
Proteus mirabilis,0,801
Pseudomonas aeruginosa,0,801
Providencia stuartii,0,801
Pseudomonas aeruginosa,211323,212124
Klebsiella michiganensis,0,864
Aeromonas caviae,0,864
Aeromonas veronii,0,864
Klebsiella michiganensis,0,864
Citrobacter portucalensis,0,864
Pseudomonas aeruginosa,0,864
Enterobacter cloacae,0,864
Enterobacter kobei,0,864
Serratia marcescens,0,864
Acinetobacter baumannii,0,864
Pseudomonas aeruginosa,34,898
Vibrio diabolicus,0,852
Salmonella enterica,54,1044
Corynebacterium sp.,34168,35320
Chryseobacterium indologenes,721258,722014
Klebsiella pneumoniae,3,924
Mycobacterium tuberculosis,778989,779487
Mycobacterium tuberculosis,1461044,1461290
Klebsiella pneumoniae,5,911
Pseudomonas putida,14508,15246
Chryseobacterium sp.,0,759
Dysgonomonas capnocytophagoides,3823966,3824719
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter asburiae,0,1146
Proteus mirabilis,0,1146
Enterobacter huaxiensis,2,1148
Enterobacter cloacae,0,1146
Enterobacter ludwigii,0,1146
Enterobacter kobei,0,1146
Enterobacter quasiroggenkampii,17151,18297
Enterobacter ludwigii,3,1149
Enterobacter cloacae,3,1149
Enterobacter hormaechei,3150070,3151216
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter ludwigii,14945,16091
Enterobacter bugandensis,383117,384263
Enterobacter hormaechei,457269,458415
Enterobacter kobei,13703,14849
Enterobacter sp.,191990,193136
Enterobacter hormaechei,45899,47045
Enterobacter sp.,405091,406237
Enterobacter bugandensis,130659,131805
Enterobacter hormaechei,468418,469564
Enterobacter cloacae,380303,381449
Enterobacter hormaechei,19385,20531
Enterobacter bugandensis,2650701,2651847
Enterobacter kobei,381787,382933
Enterobacter hormaechei,3158864,3160010
Enterobacter mori,207634,208780
Enterobacter hormaechei,420086,421232
Enterobacter hormaechei,4450700,4451846
Enterobacter cloacae,18801,19947
Enterobacter bugandensis,493276,494422
Enterobacter kobei,144977,146123
Enterobacter kobei,16929,18075
Enterobacter bugandensis,195157,196303
Enterobacter ludwigii,14773,15919
Enterobacter sp.,0,1146
Enterobacter quasiroggenkampii,0,1146
Enterobacter kobei,0,1146
Enterobacter bugandensis,0,1146
Enterobacter hormaechei,0,1146
Enterobacter bugandensis,0,1146
Enterobacter sp.,0,1143
Enterobacter hormaechei,0,1146
Enterobacter bugandensis,0,1146
Enterobacter sichuanensis,0,1146
Enterobacter asburiae,0,1143
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter sichuanensis,0,1146
Enterobacter kobei,0,1146
Enterobacter asburiae,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter kobei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter quasiroggenkampii,0,1146
Enterobacter bugandensis,0,1146
Enterobacter hormaechei,0,1146
Enterobacter kobei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter sichuanensis,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,19311,20451
Enterobacter hormaechei,30718,31858
Enterobacter ludwigii,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,557504,558650
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,389,1544
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1167
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter calcoaceticus,0,1152
Acinetobacter pittii,0,1152
Acinetobacter nosocomialis,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1170
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter lactucae,0,1152
Acinetobacter pittii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter nosocomialis,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter pittii,691817,692969
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter sp.,132747,133899
Acinetobacter baumannii,328180,329332
Acinetobacter baumannii,7515,8667
Acinetobacter baumannii,149346,150498
Acinetobacter baumannii,351957,353109
Acinetobacter baumannii,150295,151447
Acinetobacter baumannii,31691,32843
Acinetobacter baumannii,22911,24063
Acinetobacter baumannii,336390,337542
Acinetobacter baumannii,295799,296951
Acinetobacter baumannii,343159,344311
Acinetobacter baumannii,49212,50364
Acinetobacter baumannii,165437,166589
Acinetobacter baumannii,341818,342970
Acinetobacter baumannii,155565,156717
Acinetobacter baumannii,2854,4006
Acinetobacter baumannii,166469,167621
Acinetobacter baumannii,94441,95593
Acinetobacter baumannii,152291,153443
Acinetobacter baumannii,327036,328188
Acinetobacter baumannii,31566,32718
Acinetobacter baumannii,7457,8609
Acinetobacter baumannii,356426,357578
Acinetobacter baumannii,16794,17946
Acinetobacter baumannii,38472,39624
Acinetobacter baumannii,1143371,1144523
Acinetobacter baumannii,544772,545924
Acinetobacter baumannii,164166,165318
Acinetobacter baumannii,350346,351498
Acinetobacter baumannii,284110,285262
Acinetobacter baumannii,7548,8700
Acinetobacter baumannii,18817,19969
Acinetobacter baumannii,146309,147461
Acinetobacter nosocomialis,0,1152
Acinetobacter seifertii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1167
Acinetobacter baumannii,0,1170
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,39,1191
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1167
Acinetobacter nosocomialis,0,1152
Acinetobacter pittii,0,1155
Acinetobacter pittii,0,1152
Acinetobacter sp.,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter nosocomialis,0,1152
Acinetobacter baumannii,0,1149
Pseudomonas aeruginosa,0,804
Pseudomonas aeruginosa,0,804
Pseudomonas guariconensis,4610545,4611349
uncultured bacterium,245,1157
uncultured bacterium,0,960
Achromobacter ruhlandii,0,897
Achromobacter xylosoxidans,0,897
Achromobacter ruhlandii,0,897
uncultured bacterium,0,912
uncultured bacterium,0,882
Pseudomonas fluorescens,120,1005
Riemerella anatipestifer,1785411,1786173
Bordetella bronchiseptica,107141,108059
Pyrinomonadaceae,996229,996970
Elizabethkingia anophelis,0,900
Enterobacter cloacae,12291,13437
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,11888,13034
Enterobacter cloacae,55768,56914
Enterobacter cloacae,12026,13172
Enterobacter cloacae,12001,13147
Enterobacter cloacae,12010,13156
Enterobacter cloacae,475586,476732
Enterobacter cloacae,17564,18710
Enterobacter cloacae,10030,11176
Enterobacter cloacae,433961,435107
Enterobacter cloacae,17355,18501
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,17692,18838
Klebsiella pneumoniae,0,1137
Citrobacter portucalensis,0,1146
Citrobacter portucalensis,0,1146
Klebsiella oxytoca,0,1146
Escherichia coli,0,1137
Citrobacter meridianamericanus,0,1146
Citrobacter freundii,0,1146
Citrobacter freundii,0,1146
Citrobacter braakii,0,1146
Citrobacter portucalensis,0,1146
Escherichia coli,63,1209
Klebsiella pneumoniae,658,1804
Citrobacter freundii,0,1146
Citrobacter freundii,142,1288
Citrobacter youngae,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1149
Providencia stuartii,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,610,1486
Serratia marcescens,0,876
Kluyvera intermedia,0,876
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Klebsiella oxytoca,0,876
Escherichia coli,0,876
Providencia rettgeri,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Enterobacter hormaechei,0,876
Enterobacter hormaechei,0,876
Enterobacter hormaechei,0,876
Klebsiella pneumoniae,0,876
Salmonella enterica,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,822,1698
Escherichia coli,63,939
Escherichia coli,0,876
Kluyvera ascorbata,0,876
Shigella flexneri,497,1373
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Morganella morganii,0,1140
Morganella morganii,0,1140
Morganella morganii,0,1140
Escherichia coli,0,1140
Escherichia coli,0,1140
Serratia fonticola,0,888
Serratia fonticola,0,888
Serratia fonticola,0,888
Serratia fonticola,0,888
Serratia fonticola,0,888
Serratia fonticola,0,888
Serratia fonticola,0,888
Aeromonas allosaccharophila,0,1149
Aeromonas allosaccharophila,0,1149
Enterobacter hormaechei,0,1149
Aeromonas allosaccharophila,0,1149
Enterobacter asburiae,0,894
Enterobacter asburiae,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Aeromonas caviae,64,928
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Klebsiella pneumoniae,184,1048
Serratia marcescens,0,753
Vibrio parahaemolyticus,2973951,2974800
Vibrio fortis,611061,611910
Elizabethkingia meningoseptica,0,873
Elizabethkingia meningoseptica,300193,301066
Elizabethkingia anophelis,0,873
Elizabethkingia anophelis,0,873
Bordetella hinzii,0,915
Atlantibacter hermannii,0,873
Atlantibacter hermannii,0,873
Atlantibacter hermannii,0,873
Atlantibacter hermannii,0,873
Atlantibacter hermannii,0,873
Atlantibacter hermannii,0,873
Atlantibacter hermannii,0,873
Pseudomonas aeruginosa,823,1543
Enterobacter asburiae,4243,5122
Serratia ureilytica,25551,26430
Serratia ureilytica,56762,57641
Enterobacter asburiae,0,879
Enterobacter cloacae,0,879
Enterobacter cloacae,0,879
Enterobacter cloacae,0,879
Pseudomonas aeruginosa,0,741
Pseudomonas alcaligenes,0,741
Pseudomonas asiatica,0,741
Pseudomonas alloputida,0,741
Pseudomonas aeruginosa,0,732
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Klebsiella oxytoca,0,741
Pseudomonas aeruginosa,14,755
Pseudomonas aeruginosa,0,741
Chryseobacterium indologenes,0,729
Chryseobacterium indologenes,0,732
Pseudomonas mosselii,0,720
Kluyvera cryocrescens,0,876
Kluyvera georgiana,533,1409
Klebsiella pneumoniae,0,888
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,918
Klebsiella pneumoniae,0,906
Klebsiella pneumoniae,0,927
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,0,966
Klebsiella pneumoniae,0,957
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,37210,38092
Klebsiella pneumoniae,12172,13054
Klebsiella pneumoniae,5,875
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,0,888
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,894
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Pseudomonas aeruginosa,0,882
Enterobacter cloacae,0,885
Enterobacter cloacae,0,882
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,31,919
Klebsiella pneumoniae,5,887
Klebsiella pneumoniae,0,906
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,1332,2214
Klebsiella pneumoniae,0,909
Klebsiella pneumoniae,0,927
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,897
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,0,927
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,0,903
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Citrobacter freundii,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,56455,57382
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,873
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,918
Klebsiella pneumoniae,0,888
Klebsiella pneumoniae,37210,38122
Klebsiella pneumoniae,0,879
Klebsiella pneumoniae,286,1168
Klebsiella huaxiensis,57056,57938
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,915
Klebsiella pneumoniae,0,903
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,0,891
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,82,961
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,873
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,906
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,888
Klebsiella pneumoniae,0,879
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,921
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,1,883
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,879
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,906
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,879
Klebsiella pneumoniae,0,912
Klebsiella pneumoniae,0,891
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,888
Klebsiella pneumoniae,0,882
Pseudomonas aeruginosa,9,882
Klebsiella pneumoniae,0,912
Klebsiella pneumoniae,3946,4849
Klebsiella pneumoniae,0,891
Klebsiella pneumoniae,8800,9697
Enterobacter cloacae,0,888
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,0,882
Pseudomonas aeruginosa,5,905
Klebsiella pneumoniae,0,870
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,885
Escherichia coli,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Escherichia coli,0,867
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,891
Klebsiella pneumoniae,0,870
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,900
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,879
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,879
Klebsiella pneumoniae,0,870
Klebsiella pneumoniae,0,873
Klebsiella pneumoniae,0,909
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,64885,65773
Klebsiella pneumoniae,37205,38105
Klebsiella pneumoniae,12172,13060
Klebsiella pneumoniae,37224,38112
Klebsiella pneumoniae,37208,38090
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,876
Laribacter hongkongensis,0,1173
Enterobacter roggenkampii,0,1146
Enterobacter roggenkampii,0,1146
Enterobacter roggenkampii,17177,18323
Enterobacter roggenkampii,472886,474032
Enterobacter roggenkampii,414921,416067
Enterobacter roggenkampii,0,1146
Enterobacter roggenkampii,0,1146
Enterobacter roggenkampii,0,1146
Enterobacter roggenkampii,0,1146
Enterobacter roggenkampii,0,1146
Aeromonas caviae,0,1152
Aeromonas caviae,0,1149
Aeromonas caviae,0,1137
Aeromonas caviae,0,1149
Aeromonas caviae,0,1152
Aeromonas caviae,0,1149
Aeromonas caviae,0,1149
Aeromonas caviae,0,1149
Aeromonas caviae,0,1149
Aeromonas caviae,0,1152
Aeromonas caviae,0,1152
Escherichia coli,0,909
Parabacteroides distasonis,3726857,3727766
Escherichia coli,0,813
Escherichia coli,0,813
Klebsiella pneumoniae,6678,7491
Escherichia coli,0,813
Klebsiella pneumoniae,0,813
Escherichia coli,0,813
Klebsiella pneumoniae,0,813
Escherichia coli,0,813
Escherichia coli,0,813
Escherichia coli,0,813
Pseudomonas aeruginosa,0,813
Escherichia coli,0,813
Klebsiella pneumoniae,350,1163
Pseudomonas aeruginosa,0,813
Enterobacter cloacae,0,813
Escherichia coli,123,936
Escherichia coli,119,932
Escherichia coli,119,932
Proteus mirabilis,136,949
Escherichia coli,0,813
Klebsiella pneumoniae,0,813
Klebsiella pneumoniae,0,813
Klebsiella pneumoniae,0,813
Escherichia coli,0,813
Acinetobacter pittii,0,822
Acinetobacter bereziniae,0,831
Acinetobacter pittii,0,822
Acinetobacter oleivorans,0,822
Acinetobacter courvalinii,0,837
Acinetobacter schindleri,0,831
Acinetobacter johnsonii,0,828
Acinetobacter oleivorans,0,822
Acinetobacter lactucae,0,822
Acinetobacter calcoaceticus,0,822
Acinetobacter lactucae,0,822
